"","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price"
"406","Delhi",2014,54000,"Petrol","Automatic","First",18.9,1197,82,5,7.25049504950495,4.12156146179402
"407","Coimbatore",2016,18242,"Petrol","Automatic","First",18.9,1197,82,5,7.25049504950495,5.19839285714286
"408","Jaipur",2016,21000,"Petrol","Manual","First",18.9,1197,82,5,7.25049504950495,5.19839285714286
"409","Hyderabad",2015,25160,"Petrol","Manual","Second",18.9,1197,82,5,7.25049504950495,5.19839285714286
"410","Jaipur",2016,67310,"Petrol","Manual","First",18.9,1197,82,5,7.25049504950495,5.19839285714286
"411","Hyderabad",2015,56000,"Petrol","Manual","First",18.9,1197,82,5,7.25049504950495,5.19839285714286
"412","Mumbai",2015,11206,"Petrol","Manual","First",18.9,1197,82,5,7.25049504950495,5.19839285714286
"413","Chennai",2016,20000,"Petrol","Manual","Second",18.9,1197,82,5,7.25049504950495,5.19839285714286
"414","Kochi",2016,34782,"Petrol","Automatic","First",16.9,1197,82,5,7.25049504950495,5.19839285714286
"415","Delhi",2016,100000,"Petrol","Manual","First",19.1,1197,82,5,7.25049504950495,5.19839285714286
"417","Mumbai",2016,30000,"Petrol","Manual","First",18.15,1198,82,5,7.25049504950495,5.19839285714286
"418","Kolkata",2017,7000,"Petrol","Manual","First",18.15,1198,82,6,7.25049504950495,5.19839285714286
"419","Kochi",2015,47572,"Petrol","Manual","First",18.2,1199,82.5,5,7.25049504950495,5.19839285714286
"420","Mumbai",2014,29000,"Petrol","Manual","First",18.5,1197,82.85,5,7.25049504950495,4.12156146179402
"421","Delhi",2012,80800,"Petrol","Manual","First",18.5,1197,82.85,5,7.25049504950495,2.85541446208113
"422","Kochi",2015,33544,"Petrol","Manual","First",18.5,1197,82.85,5,7.25049504950495,5.19839285714286
"423","Mumbai",2013,43000,"Petrol","Manual","First",18.5,1197,82.85,5,7.25049504950495,4.12156146179402
"424","Delhi",2014,59577,"Petrol","Manual","Second",18.5,1197,82.85,5,7.25049504950495,4.12156146179402
"425","Kolkata",2013,46000,"Petrol","Manual","Second",18.5,1197,82.9,5,7.25049504950495,4.12156146179402
"426","Hyderabad",2009,52008,"Petrol","Manual","First",15.3,1341,83,5,15.0871428571429,1.75543252595156
"428","Delhi",2016,20185,"Petrol","Manual","First",21.4,1197,83.1,5,7.25049504950495,5.19839285714286
"429","Chennai",2016,56474,"Petrol","Manual","Second",21.4,1197,83.1,5,7.25049504950495,5.19839285714286
"431","Kolkata",2018,18006,"Petrol","Manual","First",21.4,1197,83.1,5,7.25049504950495,5.19839285714286
"433","Kochi",2017,11282,"Petrol","Manual","First",21.4,1197,83.1,5,7.25049504950495,5.19839285714286
"434","Coimbatore",2017,18725,"Petrol","Manual","First",21.4,1197,83.1,5,7.25049504950495,5.19839285714286
"435","Kochi",2018,29562,"Petrol","Manual","First",21.4,1197,83.1,5,7.25049504950495,5.19839285714286
"436","Bangalore",2006,98245,"Petrol","Manual","Third",11.3,1298,83.1,8,7.25049504950495,1.75543252595156
"437","Chennai",2017,21000,"Petrol","Manual","First",20.85,1197,83.14,5,7.25049504950495,5.19839285714286
"438","Coimbatore",2016,46346,"Petrol","Manual","First",20.85,1197,83.14,5,7.25049504950495,5.19839285714286
"439","Hyderabad",2017,8044,"Petrol","Manual","First",20.85,1197,83.14,5,7.25049504950495,5.19839285714286
"440","Jaipur",2013,54000,"Diesel","Manual","First",20.45,1461,83.8,5,15.0871428571429,5.839
"441","Mumbai",2014,28215,"Diesel","Manual","First",19.87,1461,83.8,5,15.0871428571429,5.839
"442","Ahmedabad",2014,55100,"Diesel","Manual","First",20.45,1461,83.8,5,15.0871428571429,5.839
"443","Chennai",2015,70000,"Diesel","Manual","First",19.87,1461,83.8,5,15.0871428571429,5.839
"444","Pune",2015,44535,"Diesel","Manual","First",20.46,1461,83.8,5,15.0871428571429,5.839
"445","Delhi",2013,64000,"Diesel","Manual","First",20.46,1461,83.8,5,15.0871428571429,5.839
"452","Mumbai",2017,7000,"Petrol","Manual","First",20.3,1199,84,5,7.25049504950495,5.19839285714286
"453","Hyderabad",2017,18000,"Petrol","Manual","First",20.3,1199,84,5,7.25049504950495,5.19839285714286
"454","Kolkata",2012,45000,"Diesel","Manual","First",21.64,1461,84.8,5,10.3523684210526,2.85541446208113
"455","Kolkata",2013,40001,"Diesel","Manual","First",21.64,1461,84.8,5,10.3523684210526,5.839
"456","Kolkata",2015,41000,"Diesel","Manual","First",22.71,1461,84.8,5,10.3523684210526,5.839
"457","Kochi",2013,41377,"Diesel","Manual","Second",22.71,1461,84.8,5,10.3523684210526,5.839
"458","Pune",2006,76560,"Petrol","Manual","Third",15.9,1298,85,5,7.25049504950495,1.75543252595156
"459","Mumbai",2012,79000,"Petrol","Manual","Second",18.5,1197,85.8,5,7.25049504950495,2.85541446208113
"460","Mumbai",2015,10500,"Petrol","Manual","Second",18.5,1197,85.8,5,7.25049504950495,5.19839285714286
"461","Pune",2012,35844,"Petrol","Manual","Second",18.5,1197,85.8,5,7.25049504950495,2.85541446208113
"462","Mumbai",2010,122000,"Petrol","Manual","First",17.5,1197,85.8,5,7.25049504950495,2.85541446208113
"463","Delhi",2011,72329,"Petrol","Manual","First",17.5,1197,85.8,5,7.25049504950495,2.85541446208113
"464","Jaipur",2015,36502,"Petrol","Manual","First",17.5,1298,85.8,5,7.25049504950495,5.19839285714286
"465","Chennai",2015,51000,"Petrol","Manual","First",19.1,1197,85.8,5,7.25049504950495,5.19839285714286
"466","Kolkata",2010,58186,"Petrol","Manual","First",17.5,1298,85.8,5,7.25049504950495,2.85541446208113
"467","Hyderabad",2010,70000,"Petrol","Manual","First",17.5,1298,85.8,5,7.25049504950495,2.85541446208113
"468","Chennai",2012,158000,"Petrol","Manual","First",17.5,1298,85.8,5,7.25049504950495,2.85541446208113
"469","Delhi",2012,62000,"Petrol","Manual","First",17.5,1298,85.8,5,7.25049504950495,2.85541446208113
"470","Chennai",2012,35161,"Petrol","Manual","First",17.5,1298,85.8,5,7.25049504950495,2.85541446208113
"471","Chennai",2014,56049,"Petrol","Manual","First",18.6,1197,85.8,5,7.25049504950495,4.12156146179402
"472","Kolkata",2014,33000,"Petrol","Manual","First",18.6,1197,85.8,5,7.25049504950495,4.12156146179402
"473","Kochi",2015,41850,"Petrol","Manual","First",18,1198,86.7,5,7.25049504950495,5.19839285714286
"474","Hyderabad",2013,34000,"Petrol","Manual","First",18,1198,86.7,5,7.25049504950495,4.12156146179402
"475","Mumbai",2014,39000,"Petrol","Automatic","First",15.5,1198,86.7,5,7.25049504950495,4.12156146179402
"476","Kolkata",2013,70200,"Petrol","Manual","First",18,1198,86.7,5,7.25049504950495,4.12156146179402
"477","Mumbai",2013,58811,"Petrol","Manual","Second",18,1198,86.7,5,7.25049504950495,4.12156146179402
"478","Kochi",2015,77372,"Petrol","Manual","First",18,1198,86.7,5,7.25049504950495,5.19839285714286
"479","Chennai",2013,46112,"Petrol","Manual","First",18,1198,86.7,5,7.25049504950495,4.12156146179402
"480","Kochi",2015,44776,"Petrol","Manual","First",18,1198,86.7,5,7.25049504950495,5.19839285714286
"481","Delhi",2015,11000,"Petrol","Manual","First",18,1198,86.7,5,7.25049504950495,5.19839285714286
"482","Kolkata",2015,40000,"Petrol","Manual","First",18,1198,86.7,5,7.25049504950495,5.19839285714286
"483","Hyderabad",2014,57000,"Petrol","Automatic","First",15.5,1198,86.7,5,7.25049504950495,4.12156146179402
"484","Jaipur",2016,26189,"Petrol","Manual","First",18.16,1196,86.8,5,7.25049504950495,5.19839285714286
"485","Delhi",2017,17540,"Petrol","Manual","First",18.16,1196,86.8,5,7.25049504950495,5.19839285714286
"491","Jaipur",2012,47000,"Petrol","Manual","First",19.4,1198,86.8,5,7.25049504950495,2.85541446208113
"492","Ahmedabad",2012,16000,"Petrol","Manual","First",19.4,1198,86.8,5,7.25049504950495,2.85541446208113
"493","Mumbai",2015,36990,"Petrol","Manual","First",19.4,1198,86.8,5,7.25049504950495,5.19839285714286
"494","Kochi",2014,63058,"Petrol","Manual","First",19.4,1198,86.8,5,7.25049504950495,4.12156146179402
"495","Mumbai",2014,17000,"Petrol","Manual","First",19.4,1198,86.8,5,7.25049504950495,4.12156146179402
"496","Hyderabad",2012,30000,"Petrol","Manual","First",19.4,1198,86.8,5,7.25049504950495,2.85541446208113
"497","Chennai",2013,35315,"Petrol","Manual","Second",19.4,1198,86.8,5,7.25049504950495,4.12156146179402
"498","Chennai",2013,55000,"Petrol","Manual","First",19.4,1198,86.8,5,7.25049504950495,4.12156146179402
"499","Pune",2013,38428,"Petrol","Manual","Second",19.4,1198,86.8,5,7.25049504950495,4.12156146179402
"500","Coimbatore",2013,37922,"Petrol","Manual","Second",19.4,1198,86.8,5,7.25049504950495,4.12156146179402
"501","Coimbatore",2013,44198,"Petrol","Manual","Second",18.4,1198,86.8,5,7.25049504950495,4.12156146179402
"502","Kochi",2013,55311,"Petrol","Manual","First",19.4,1198,86.8,5,7.25049504950495,4.12156146179402
"503","Mumbai",2011,53000,"Petrol","Manual","First",19.4,1198,86.8,5,7.25049504950495,2.85541446208113
"504","Bangalore",2015,62659,"Petrol","Manual","First",19.4,1198,86.8,5,7.25049504950495,5.19839285714286
"505","Mumbai",2014,36665,"Petrol","Automatic","First",16.5,1198,86.8,5,7.25049504950495,4.12156146179402
"506","Mumbai",2016,31700,"Diesel","Manual","First",21.43,1364,87.2,5,15.0871428571429,7.33944099378882
"507","Kolkata",2011,45000,"Diesel","Manual","First",21.43,1364,87.2,5,15.0871428571429,2.85541446208113
"508","Pune",2010,98000,"Diesel","Manual","First",21.43,1364,87.2,5,15.0871428571429,2.85541446208113
"509","Hyderabad",2005,50000,"Petrol","Manual","Second",14.2,1389,88,5,15.0871428571429,1.75543252595156
"510","Hyderabad",2008,81814,"Petrol","Manual","First",16.1,1298,88.2,5,7.25049504950495,1.75543252595156
"511","Delhi",2017,41200,"Diesel","Manual","First",28.09,1248,88.5,5,9.08,6.55229452054795
"512","Kochi",2017,45158,"Diesel","Manual","Second",28.09,1248,88.5,5,9.08,6.55229452054795
"513","Ahmedabad",2015,24000,"Diesel","Manual","First",26.21,1248,88.5,5,9.08,6.55229452054795
"514","Jaipur",2016,26300,"Diesel","Manual","First",28.09,1248,88.5,5,9.08,6.55229452054795
"515","Jaipur",2015,92000,"Diesel","Manual","First",26.21,1248,88.5,5,9.08,6.55229452054795
"516","Kochi",2017,48045,"Diesel","Manual","First",28.09,1248,88.5,5,9.08,6.55229452054795
"517","Mumbai",2017,29500,"Diesel","Manual","First",23.65,1248,88.5,5,9.08,6.55229452054795
"519","Hyderabad",2017,44263,"Diesel","Manual","First",24.3,1248,88.5,5,9.08,6.55229452054795
"520","Hyderabad",2017,32248,"Diesel","Manual","First",24.3,1248,88.5,5,9.08,6.55229452054795
"521","Delhi",2016,66000,"Diesel","Manual","First",24.3,1248,88.5,5,9.08,6.55229452054795
"522","Jaipur",2017,19000,"Diesel","Manual","First",24.3,1248,88.5,5,9.08,6.55229452054795
"530","Kochi",2017,27778,"Diesel","Manual","First",24.52,1248,88.5,7,9.08,6.55229452054795
"531","Pune",2011,59800,"Petrol","Manual","Second",14.6,1368,88.7,5,15.0871428571429,3.57936936936937
"532","Mumbai",2010,46000,"Petrol","Manual","First",14.6,1368,88.7,5,15.0871428571429,3.57936936936937
"533","Jaipur",2017,145000,"Petrol","Automatic","First",18.1,1199,88.7,5,9.08,6.55229452054795
"534","Chennai",2015,44550,"Petrol","Automatic","First",19,1199,88.7,5,9.08,6.55229452054795
"535","Coimbatore",2019,10452,"Petrol","Automatic","First",19,1199,88.7,5,9.08,6.55229452054795
"536","Coimbatore",2018,36611,"Petrol","Automatic","First",19,1199,88.7,5,9.08,6.55229452054795
"537","Kolkata",2015,27525,"Petrol","Manual","First",18.7,1199,88.7,5,9.08,6.55229452054795
"538","Mumbai",2016,9900,"Petrol","Manual","First",18.7,1199,88.7,5,9.08,6.55229452054795
"540","Bangalore",2015,68178,"Diesel","Manual","First",21.38,1396,88.7,5,15.0871428571429,8.28857142857143
"541","Bangalore",2015,48000,"Diesel","Manual","First",21.38,1396,88.7,5,15.0871428571429,8.28857142857143
"542","Pune",2014,86000,"Diesel","Manual","First",24.8,1396,88.7,5,10.3523684210526,5.13807692307693
"543","Kolkata",2015,32506,"Diesel","Manual","First",24.8,1396,88.7,5,10.3523684210526,6.55229452054795
"544","Kolkata",2012,50000,"Diesel","Manual","First",23.5,1396,88.7,5,10.3523684210526,5.13807692307693
"546","Kochi",2019,11574,"Petrol","Manual","First",0,1199,88.7,NA,9.08,6.55229452054795
"547","Kolkata",2016,53416,"Diesel","Manual","First",22.54,1396,88.73,5,10.3523684210526,6.55229452054795
"548","Kochi",2019,17964,"Diesel","Manual","First",22.54,1396,88.73,5,10.3523684210526,6.55229452054795
"549","Delhi",2017,14301,"Diesel","Manual","First",21.19,1396,88.73,5,15.0871428571429,8.28857142857143
"550","Kolkata",2016,30134,"Diesel","Manual","First",22.54,1396,88.73,5,10.3523684210526,6.55229452054795
"551","Chennai",2016,120000,"Diesel","Manual","First",22.54,1396,88.73,5,10.3523684210526,6.55229452054795
"552","Kolkata",2015,36113,"Diesel","Manual","First",22.54,1396,88.73,5,10.3523684210526,6.55229452054795
"553","Coimbatore",2015,65636,"Diesel","Manual","First",21.79,1248,88.73,5,9.08,6.55229452054795
"554","Pune",2011,69470,"Petrol","Manual","Second",17.6,1496,88.73,5,10.829,3.04814049586777
"555","Delhi",2012,52052,"Petrol","Manual","First",16.78,1496,88.73,5,10.829,5.13807692307693
"556","Chennai",2011,47000,"Petrol","Manual","Second",17.6,1496,88.73,5,10.829,3.04814049586777
"557","Kolkata",2011,25000,"Petrol","Manual","First",17.6,1496,88.73,5,10.829,3.04814049586777
"558","Mumbai",2012,59503,"Petrol","Manual","First",16.78,1496,88.73,5,10.829,5.13807692307693
"559","Kochi",2017,35007,"Petrol","Manual","First",16.78,1496,88.73,5,10.829,6.55229452054795
"561","Kochi",2010,142299,"Petrol","Manual","First",13.07,1368,88.76,5,15.0871428571429,3.57936936936937
"562","Kolkata",2013,42200,"Diesel","Manual","First",20.77,1248,88.76,7,8.3409756097561,5.13807692307693
"563","Kolkata",2016,12020,"Diesel","Manual","First",20.77,1248,88.76,7,9.08,6.55229452054795
"564","Chennai",2012,71000,"Diesel","Manual","First",20.77,1248,88.76,7,8.3409756097561,5.13807692307693
"565","Pune",2016,35000,"Petrol","Manual","Second",14.4,1368,88.8,5,15.0871428571429,8.28857142857143
"566","Pune",2012,134487,"Diesel","Manual","First",21.9,1396,88.8,5,10.3523684210526,5.13807692307693
"567","Kochi",2013,62909,"Diesel","Manual","First",21.5,1248,88.8,5,8.3409756097561,5.13807692307693
"568","Jaipur",2011,82000,"Diesel","Manual","Second",21.5,1248,88.8,5,8.3409756097561,3.04814049586777
"569","Pune",2014,125000,"Diesel","Manual","First",21.02,1248,88.8,5,8.3409756097561,5.13807692307693
"570","Delhi",2015,60000,"Diesel","Manual","First",20.14,1498,88.8,5,10.829,6.55229452054795
"571","Jaipur",2015,62766,"Diesel","Manual","First",20.14,1498,88.8,5,10.829,6.55229452054795
"572","Coimbatore",2016,38503,"Diesel","Manual","First",22.7,1498,89.84,5,10.3523684210526,6.55229452054795
"573","Chennai",2014,68000,"Diesel","Manual","First",22.7,1498,89.84,5,10.3523684210526,5.13807692307693
"574","Kolkata",2013,53967,"Diesel","Manual","First",22.7,1498,89.84,5,10.3523684210526,5.13807692307693
"575","Kochi",2017,61041,"Diesel","Manual","First",22.7,1498,89.84,5,10.3523684210526,6.55229452054795
"576","Mumbai",2014,62000,"Diesel","Manual","First",22.7,1498,89.84,5,10.3523684210526,5.13807692307693
"577","Hyderabad",2014,34000,"Diesel","Manual","First",22.7,1498,89.84,5,10.3523684210526,5.13807692307693
"578","Kochi",2015,69062,"Diesel","Manual","First",22.7,1498,89.84,5,10.3523684210526,6.55229452054795
"579","Kochi",2015,63402,"Diesel","Manual","First",22.7,1498,89.84,5,10.3523684210526,6.55229452054795
"580","Pune",2013,70000,"Diesel","Manual","First",22.7,1498,89.84,5,10.3523684210526,5.13807692307693
"581","Pune",2012,98472,"Diesel","Manual","First",23,1396,90,5,10.3523684210526,5.13807692307693
"582","Mumbai",2011,68000,"Diesel","Manual","First",21.9,1396,90,5,10.3523684210526,3.04814049586777
"583","Jaipur",2011,78000,"Diesel","Manual","First",21.9,1396,90,5,10.3523684210526,3.04814049586777
"584","Hyderabad",2013,65461,"Diesel","Manual","First",21.9,1396,90,5,10.3523684210526,5.13807692307693
"585","Hyderabad",2011,76000,"Diesel","Manual","First",23,1396,90,5,10.3523684210526,3.04814049586777
"586","Ahmedabad",2011,62000,"Diesel","Manual","First",23,1396,90,5,10.3523684210526,3.04814049586777
"587","Pune",2011,104500,"Diesel","Manual","Second",23,1396,90,5,10.3523684210526,3.04814049586777
"588","Kolkata",2010,16000,"Petrol","Manual","First",15,1368,90,5,15.0871428571429,3.57936936936937
"589","Mumbai",2017,5000,"Petrol","Manual","First",20.73,1373,91.1,5,15.0871428571429,8.28857142857143
"590","Mumbai",2017,15000,"Petrol","Manual","First",20.73,1373,91.1,5,15.0871428571429,8.28857142857143
"591","Kolkata",2016,31601,"Petrol","Manual","First",20.73,1373,91.1,5,15.0871428571429,8.28857142857143
"592","Kochi",2017,42520,"Petrol","Manual","First",20.73,1373,91.1,5,15.0871428571429,8.28857142857143
"593","Kochi",2016,42925,"Petrol","Manual","First",20.73,1373,91.1,5,15.0871428571429,8.28857142857143
"594","Pune",2014,72000,"Petrol","Manual","First",20.73,1373,91.1,5,15.0871428571429,6.41109677419355
"595","Mumbai",2018,12000,"Petrol","Manual","First",17.5,1373,91.1,7,15.0871428571429,8.28857142857143
"596","Pune",2015,15000,"Petrol","Manual","First",17.5,1373,91.1,7,15.0871428571429,8.28857142857143
"597","Mumbai",2009,200000,"Diesel","Manual","First",20.4,1248,91.7,5,8.3409756097561,3.04814049586777
"600","Pune",2009,45463,"Petrol","Manual","First",14.49,1399,92.7,5,15.0871428571429,3.57936936936937
"601","Jaipur",2010,40000,"LPG","Manual","Second",13.2,1495,93.7,5,10.829,3.04814049586777
"603","Ahmedabad",2015,35000,"Petrol","Manual","First",16.02,1373,93.7,7,15.0871428571429,8.28857142857143
"604","Delhi",2012,66727,"Petrol","Manual","First",16.02,1373,93.7,7,15.0871428571429,6.41109677419355
"605","Coimbatore",2016,40130,"Petrol","Manual","First",16.02,1373,93.7,7,15.0871428571429,8.28857142857143
"606","Jaipur",2014,98000,"Petrol","Manual","First",16.02,1373,93.7,7,15.0871428571429,6.41109677419355
"607","Pune",2008,103000,"Petrol","Manual","Second",13.2,1495,94,5,10.829,3.04814049586777
"608","Kolkata",2009,46000,"Petrol","Manual","First",13.2,1495,94,5,10.829,3.04814049586777
"609","Jaipur",2009,77200,"Petrol","Manual","Second",13.2,1495,94,5,10.829,3.04814049586777
"610","Pune",2009,60000,"Petrol","Manual","Second",13.2,1495,94,5,10.829,3.04814049586777
"611","Pune",2004,43000,"Petrol","Manual","Second",15.4,1590,94,5,10.829,3.04814049586777
"612","Jaipur",2012,105000,"Petrol","Manual","First",16.95,1498,97.7,5,10.829,5.13807692307693
"613","Kochi",2017,25571,"Diesel","Manual","First",22.77,1498,98.59,5,10.3523684210526,6.55229452054795
"614","Kolkata",2015,54407,"Diesel","Manual","First",22.77,1498,98.59,5,10.3523684210526,6.55229452054795
"615","Pune",2016,108000,"Diesel","Manual","First",25.8,1498,98.6,5,10.3523684210526,6.55229452054795
"616","Pune",2014,60000,"Diesel","Manual","First",25.8,1498,98.6,5,10.3523684210526,5.13807692307693
"617","Ahmedabad",2015,45250,"Diesel","Manual","First",25.8,1498,98.6,5,10.3523684210526,6.55229452054795
"618","Kolkata",2013,51637,"Diesel","Manual","First",25.8,1498,98.6,5,10.3523684210526,5.13807692307693
"619","Chennai",2013,75000,"Diesel","Manual","First",25.8,1498,98.6,5,10.3523684210526,5.13807692307693
"620","Kolkata",2013,38568,"Diesel","Manual","First",25.8,1498,98.6,5,10.3523684210526,5.13807692307693
"621","Hyderabad",2015,69150,"Diesel","Manual","First",25.8,1498,98.6,5,10.3523684210526,6.55229452054795
"622","Pune",2015,63000,"Diesel","Manual","First",25.8,1498,98.6,5,10.3523684210526,6.55229452054795
"623","Hyderabad",2013,81304,"Diesel","Manual","First",25.8,1498,98.6,5,10.3523684210526,5.13807692307693
"624","Jaipur",2014,66346,"Diesel","Manual","First",26,1498,98.6,5,10.3523684210526,5.13807692307693
"625","Delhi",2014,107000,"Diesel","Manual","First",26,1498,98.6,5,10.3523684210526,5.13807692307693
"626","Delhi",2014,36390,"Diesel","Manual","First",26,1498,98.6,5,10.3523684210526,5.13807692307693
"627","Kolkata",2017,13000,"Diesel","Manual","First",26,1498,98.6,5,10.3523684210526,6.55229452054795
"628","Kolkata",2017,13000,"Diesel","Manual","First",26,1498,98.6,5,10.3523684210526,6.55229452054795
"629","Coimbatore",2016,72566,"Diesel","Manual","First",26,1498,98.6,5,10.3523684210526,6.55229452054795
"630","Kolkata",2016,61000,"Diesel","Manual","First",26,1498,98.6,5,10.3523684210526,6.55229452054795
"631","Coimbatore",2017,48184,"Diesel","Manual","First",26,1498,98.6,5,10.3523684210526,6.55229452054795
"633","Bangalore",2015,33500,"Diesel","Manual","First",27.3,1498,98.6,5,10.3523684210526,6.55229452054795
"634","Ahmedabad",2016,52000,"Diesel","Manual","First",27.3,1498,98.6,5,10.3523684210526,6.55229452054795
"635","Ahmedabad",2016,45000,"Diesel","Manual","First",27.3,1498,98.6,5,10.3523684210526,6.55229452054795
"636","Pune",2015,52000,"Diesel","Manual","First",27.3,1498,98.6,5,10.3523684210526,6.55229452054795
"637","Coimbatore",2017,44556,"Diesel","Manual","First",27.3,1498,98.6,5,10.3523684210526,6.55229452054795
"639","Pune",2014,108000,"Petrol","Automatic","First",15,1396,98.6,5,15.0871428571429,6.41109677419355
"640","Pune",2012,76551,"Petrol","Automatic","First",15,1396,98.6,5,15.0871428571429,6.41109677419355
"644","Coimbatore",2015,58217,"Diesel","Manual","First",24.5,1498,98.6,7,10.3523684210526,6.55229452054795
"645","Bangalore",2015,38000,"Diesel","Manual","First",24.5,1498,98.6,7,10.3523684210526,6.55229452054795
"646","Delhi",2015,64141,"Diesel","Manual","First",24.2,1498,98.6,7,10.3523684210526,6.55229452054795
"647","Hyderabad",2015,76000,"Diesel","Manual","First",24.2,1498,98.6,7,10.3523684210526,6.55229452054795
"648","Mumbai",2015,30000,"Diesel","Manual","First",24.2,1498,98.6,7,10.3523684210526,6.55229452054795
"649","Kolkata",2014,39000,"Diesel","Manual","First",24.2,1498,98.6,7,10.3523684210526,5.13807692307693
"651","Pune",2016,67000,"Petrol","Manual","First",13.7,1399,98.79,8,15.0871428571429,8.28857142857143
"652","Mumbai",2013,39000,"Petrol","Manual","First",13.7,1399,98.82,7,15.0871428571429,6.41109677419355
"655","Hyderabad",2013,23000,"Petrol","Manual","First",15.3,1596,99.6,5,10.829,5.13807692307693
"656","Mumbai",2011,49000,"Petrol","Manual","First",15.3,1596,99.6,5,10.829,3.04814049586777
"657","Pune",2013,66000,"Petrol","Automatic","First",17.97,1498,99.6,5,10.829,5.13807692307693
"658","Coimbatore",2009,76677,"Petrol","Manual","Third",16.9,1497,100,5,10.829,3.04814049586777
"659","Chennai",2010,50000,"Petrol","Automatic","Second",15,1396,100,5,15.0871428571429,3.57936936936937
"660","Hyderabad",2009,75000,"Petrol","Automatic","First",15,1396,100,5,15.0871428571429,3.57936936936937
"661","Jaipur",2013,72000,"Diesel","Manual","First",17.21,1493,100,7,10.829,5.13807692307693
"662","Kochi",2018,28466,"Diesel","Manual","First",18.49,1493,100,7,10.829,6.55229452054795
"663","Kochi",2017,31861,"Diesel","Automatic","First",18.49,1493,100,7,10.829,6.55229452054795
"664","Kochi",2016,43518,"Diesel","Manual","First",12.99,2494,100,7,10.829,6.55229452054795
"665","Kolkata",2015,36983,"Diesel","Manual","First",12.99,2494,100,7,10.829,6.55229452054795
"666","Hyderabad",2014,27641,"Diesel","Manual","First",12.99,2494,100,7,10.829,6.80347826086956
"667","Chennai",2012,115439,"Diesel","Manual","Second",12.99,2494,100,7,10.829,6.80347826086956
"668","Delhi",2013,79999,"Diesel","Manual","First",12.99,2494,100,8,10.829,6.80347826086956
"669","Mumbai",2016,24104,"Diesel","Manual","First",12.99,2494,100,8,10.829,6.55229452054795
"670","Hyderabad",2012,147000,"Diesel","Manual","First",12.99,2494,100,8,10.829,6.80347826086956
"671","Chennai",2012,93000,"Diesel","Manual","First",12.99,2494,100,8,10.829,6.80347826086956
"672","Pune",2015,205000,"Diesel","Manual","First",12.99,2494,100.6,7,10.829,6.55229452054795
"673","Coimbatore",2015,54278,"Diesel","Manual","First",12.99,2494,100.6,7,10.829,6.55229452054795
"674","Delhi",2014,77901,"Diesel","Manual","First",12.99,2494,100.6,7,10.829,6.80347826086956
"675","Ahmedabad",2013,58000,"Diesel","Manual","First",12.99,2494,100.6,7,10.829,6.80347826086956
"676","Kolkata",2016,105000,"Diesel","Manual","First",12.99,2494,100.6,7,10.829,6.55229452054795
"677","Kochi",2015,59299,"Diesel","Manual","First",12.99,2494,100.6,7,10.829,6.55229452054795
"678","Mumbai",2007,194000,"Diesel","Manual","First",12.99,2494,100.6,8,10.829,5.5273417721519
"679","Kolkata",2015,73000,"Diesel","Manual","First",12.99,2494,100.6,8,10.829,6.55229452054795
"680","Mumbai",2016,24000,"Diesel","Manual","First",12.99,2494,100.6,8,10.829,6.55229452054795
"681","Chennai",2014,173000,"Diesel","Manual","Second",12.99,2494,100.6,8,10.829,6.80347826086956
"682","Pune",2014,113565,"Diesel","Manual","First",12.99,2494,100.6,8,10.829,6.80347826086956
"683","Mumbai",2010,30000,"Petrol","Manual","First",14.2,1598,102,5,10.829,3.04814049586777
"684","Mumbai",2010,92000,"Petrol","Manual","Second",14,1595,102,5,10.829,3.04814049586777
"685","Bangalore",2011,82831,"Diesel","Manual","Second",12.8,2494,102,7,10.829,5.5273417721519
"686","Pune",2010,183000,"Diesel","Manual","First",12.8,2494,102,7,10.829,5.5273417721519
"687","Kochi",2011,64139,"Diesel","Manual","First",12.8,2494,102,7,10.829,5.5273417721519
"688","Bangalore",2009,140000,"Diesel","Manual","Second",12.8,2494,102,7,10.829,5.5273417721519
"689","Hyderabad",2015,134000,"Diesel","Manual","First",12.8,2494,102,7,10.829,6.55229452054795
"690","Pune",2010,81000,"Diesel","Manual","First",12.8,2494,102,8,10.829,5.5273417721519
"691","Hyderabad",2008,194500,"Diesel","Manual","First",12.8,2494,102,8,10.829,5.5273417721519
"692","Bangalore",2008,110000,"Diesel","Manual","First",12.8,2494,102,8,10.829,5.5273417721519
"693","Delhi",2011,53138,"Diesel","Manual","Third",12.8,2494,102,8,10.829,5.5273417721519
"694","Hyderabad",2012,107281,"Diesel","Manual","First",12.8,2494,102,8,10.829,6.80347826086956
"695","Hyderabad",2008,200000,"Diesel","Manual","Second",12.8,2494,102,8,10.829,5.5273417721519
"696","Pune",2014,89000,"Diesel","Manual","First",12.8,2494,102,8,10.829,6.80347826086956
"697","Mumbai",2014,45000,"Petrol","Manual","First",13.24,1598,102.5,5,10.829,5.13807692307693
"699","Kolkata",2010,47000,"Petrol","Manual","First",16.2,1599,103.2,5,10.829,3.04814049586777
"700","Kochi",2011,44547,"Petrol","Manual","First",16.51,1586,103.2,5,10.829,3.04814049586777
"701","Coimbatore",2016,36968,"Petrol","Automatic","First",16.93,1197,103.2,5,9.08,6.55229452054795
